x0,x1,y0,y1,mu
2,47,15,16,1.0
2,3,16,36,1.0
2,47,36,37,1.0
46,47,16,36,1.0
18,19,16,28,1.0
7,28,28,29,1.0
7,8,29,34,1.0
11,12,33,36,1.0
20,24,29,31,1.0
30,31,16,33,1.0
27,30,31,32,1.0
30,40,33,34,1.0
39,40,34,36,1.0
4,5,24,26,1.0
5,6,20,22,1.0
6,8,19,23,1.0
8,9,20,22,1.0
11,16,19,24,1.0
15,16,26,27,1.0
20,27,24,27,1.0
22,25,20,23,1.0
23,24,19,20,1.0
32,38,18,23,1.0
